ID,Material_transformation_id,Type,Quantity,Condition,Unit
51503,5982,Slurry,0.08,Reactor condition,L
51504,5982,Powder(Suspended),0.06,Catalyst set up condition,GM
51505,5982,Xenon(Xe),300.00,Lamp power condition,W
51506,5982,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51507,5982,,20.00,Temperature condition,DEG_C
51508,5982,,5.00,Preasure condition,BAR
51509,5982,,,Space velocity condition,PER-HR
51510,5982,,12.00,Reaction time condition,HR
51511,5982,Liquid,0,Reaction medium condition,PH
51512,5982,Visible,400-780,Wavelength condition,NanoM
51513,5982,Visible,,Illuminated area condition,M2
51514,5983,Slurry,0.08,Reactor condition,L
51515,5983,Powder(Suspended),0.06,Catalyst set up condition,GM
51516,5983,Xenon(Xe),300.00,Lamp power condition,W
51517,5983,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51518,5983,,20.00,Temperature condition,DEG_C
51519,5983,,5.00,Preasure condition,BAR
51520,5983,,,Space velocity condition,PER-HR
51521,5983,,12.00,Reaction time condition,HR
51522,5983,Liquid,0,Reaction medium condition,PH
51523,5983,Visible,400-780,Wavelength condition,NanoM
51524,5983,Visible,,Illuminated area condition,M2
51525,5984,Slurry,0.08,Reactor condition,L
51526,5984,Powder(Suspended),0.06,Catalyst set up condition,GM
51527,5984,Xenon(Xe),300.00,Lamp power condition,W
51528,5984,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51529,5984,,20.00,Temperature condition,DEG_C
51530,5984,,5.00,Preasure condition,BAR
51531,5984,,,Space velocity condition,PER-HR
51532,5984,,12.00,Reaction time condition,HR
51533,5984,Liquid,0,Reaction medium condition,PH
51534,5984,Visible,400-780,Wavelength condition,NanoM
51535,5984,Visible,,Illuminated area condition,M2
51536,5985,Slurry,0.08,Reactor condition,L
51537,5985,Powder(Suspended),0.06,Catalyst set up condition,GM
51538,5985,Xenon(Xe),300.00,Lamp power condition,W
51539,5985,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51540,5985,,20.00,Temperature condition,DEG_C
51541,5985,,5.00,Preasure condition,BAR
51542,5985,,,Space velocity condition,PER-HR
51543,5985,,12.00,Reaction time condition,HR
51544,5985,Liquid,0,Reaction medium condition,PH
51545,5985,Visible,400-780,Wavelength condition,NanoM
51546,5985,Visible,,Illuminated area condition,M2
51547,5986,Slurry,0.08,Reactor condition,L
51548,5986,Powder(Suspended),0.06,Catalyst set up condition,GM
51549,5986,Xenon(Xe),300.00,Lamp power condition,W
51550,5986,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51551,5986,,20.00,Temperature condition,DEG_C
51552,5986,,5.00,Preasure condition,BAR
51553,5986,,,Space velocity condition,PER-HR
51554,5986,,12.00,Reaction time condition,HR
51555,5986,Liquid,0,Reaction medium condition,PH
51556,5986,Visible,400-780,Wavelength condition,NanoM
51557,5986,Visible,,Illuminated area condition,M2
51558,5987,Slurry,0.08,Reactor condition,L
51559,5987,Powder(Suspended),0.06,Catalyst set up condition,GM
51560,5987,Xenon(Xe),300.00,Lamp power condition,W
51561,5987,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51562,5987,,20.00,Temperature condition,DEG_C
51563,5987,,5.00,Preasure condition,BAR
51564,5987,,,Space velocity condition,PER-HR
51565,5987,,12.00,Reaction time condition,HR
51566,5987,Liquid,0,Reaction medium condition,PH
51567,5987,Visible,400-780,Wavelength condition,NanoM
51568,5987,Visible,,Illuminated area condition,M2
51569,5988,Slurry,0.00,Reactor condition,L
51570,5988,Powder(Suspended),0.001,Catalyst set up condition,GM
51571,5988,Xenon(Xe),300.00,Lamp power condition,W
51572,5988,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51573,5988,,29.00,Temperature condition,DEG_C
51574,5988,,0.00,Preasure condition,BAR
51575,5988,,,Space velocity condition,PER-HR
51576,5988,,1.00,Reaction time condition,HR
51577,5988,Liquid,0,Reaction medium condition,PH
51578,5988,Visible,400-780,Wavelength condition,NanoM
51579,5988,Visible,,Illuminated area condition,M2
51580,5989,Slurry,0.00,Reactor condition,L
51581,5989,Powder(Suspended),0.001,Catalyst set up condition,GM
51582,5989,Xenon(Xe),300.00,Lamp power condition,W
51583,5989,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51584,5989,,29.00,Temperature condition,DEG_C
51585,5989,,0.00,Preasure condition,BAR
51586,5989,,,Space velocity condition,PER-HR
51587,5989,,1.00,Reaction time condition,HR
51588,5989,Liquid,0,Reaction medium condition,PH
51589,5989,Visible,400-780,Wavelength condition,NanoM
51590,5989,Visible,,Illuminated area condition,M2
51591,5990,Slurry,0.00,Reactor condition,L
51592,5990,Powder(Suspended),0.001,Catalyst set up condition,GM
51593,5990,Xenon(Xe),300.00,Lamp power condition,W
51594,5990,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51595,5990,,29.00,Temperature condition,DEG_C
51596,5990,,0.00,Preasure condition,BAR
51597,5990,,,Space velocity condition,PER-HR
51598,5990,,1.00,Reaction time condition,HR
51599,5990,Liquid,0,Reaction medium condition,PH
51600,5990,Visible,400-780,Wavelength condition,NanoM
51601,5990,Visible,,Illuminated area condition,M2
51602,5991,Slurry,0.00,Reactor condition,L
51603,5991,Powder(Suspended),0.001,Catalyst set up condition,GM
51604,5991,Xenon(Xe),300.00,Lamp power condition,W
51605,5991,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51606,5991,,29.00,Temperature condition,DEG_C
51607,5991,,0.00,Preasure condition,BAR
51608,5991,,,Space velocity condition,PER-HR
51609,5991,,1.00,Reaction time condition,HR
51610,5991,Liquid,0,Reaction medium condition,PH
51611,5991,Visible,400-780,Wavelength condition,NanoM
51612,5991,Visible,,Illuminated area condition,M2
51613,5992,Slurry,0.03,Reactor condition,L
51614,5992,Powder(Suspended),0.01,Catalyst set up condition,GM
51615,5992,Xenon(Xe),5.00,Lamp power condition,W
51616,5992,Xenon(Xe),125.00,Lamp irradiance condition,W-PER-M2
51617,5992,,25.00,Temperature condition,DEG_C
51618,5992,,0.00,Preasure condition,BAR
51619,5992,,,Space velocity condition,PER-HR
51620,5992,,3.00,Reaction time condition,HR
51621,5992,Liquid,0,Reaction medium condition,PH
51622,5992,Visible,400-780,Wavelength condition,NanoM
51623,5992,Visible,,Illuminated area condition,M2
51624,5993,Slurry,0.03,Reactor condition,L
51625,5993,Powder(Suspended),0.01,Catalyst set up condition,GM
51626,5993,Xenon(Xe),5.00,Lamp power condition,W
51627,5993,Xenon(Xe),125.00,Lamp irradiance condition,W-PER-M2
51628,5993,,25.00,Temperature condition,DEG_C
51629,5993,,0.00,Preasure condition,BAR
51630,5993,,,Space velocity condition,PER-HR
51631,5993,,3.00,Reaction time condition,HR
51632,5993,Liquid,0,Reaction medium condition,PH
51633,5993,Visible,400-780,Wavelength condition,NanoM
51634,5993,Visible,,Illuminated area condition,M2
51635,5994,Slurry,0.03,Reactor condition,L
51636,5994,Powder(Suspended),0.01,Catalyst set up condition,GM
51637,5994,Xenon(Xe),5.00,Lamp power condition,W
51638,5994,Xenon(Xe),125.00,Lamp irradiance condition,W-PER-M2
51639,5994,,25.00,Temperature condition,DEG_C
51640,5994,,0.00,Preasure condition,BAR
51641,5994,,,Space velocity condition,PER-HR
51642,5994,,3.00,Reaction time condition,HR
51643,5994,Liquid,0,Reaction medium condition,PH
51644,5994,Visible,400-780,Wavelength condition,NanoM
51645,5994,Visible,,Illuminated area condition,M2
51646,5995,Fixed-bed,0.00,Reactor condition,L
51647,5995,Powder(Supported),0.1,Catalyst set up condition,GM
51648,5995,Xenon(Xe),300.00,Lamp power condition,W
51649,5995,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51650,5995,,4.00,Temperature condition,DEG_C
51651,5995,,0.10,Preasure condition,BAR
51652,5995,,,Space velocity condition,PER-HR
51653,5995,,8.00,Reaction time condition,HR
51654,5995,Gas,,Reaction medium condition,PH
51655,5995,Visible,400-780,Wavelength condition,NanoM
51656,5995,Visible,,Illuminated area condition,M2
51657,5996,Fixed-bed,0.00,Reactor condition,L
51658,5996,Powder(Supported),0.1,Catalyst set up condition,GM
51659,5996,Xenon(Xe),300.00,Lamp power condition,W
51660,5996,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51661,5996,,4.00,Temperature condition,DEG_C
51662,5996,,0.10,Preasure condition,BAR
51663,5996,,,Space velocity condition,PER-HR
51664,5996,,8.00,Reaction time condition,HR
51665,5996,Gas,,Reaction medium condition,PH
51666,5996,Visible,400-780,Wavelength condition,NanoM
51667,5996,Visible,,Illuminated area condition,M2
51668,5997,Fixed-bed,0.00,Reactor condition,L
51669,5997,Powder(Supported),0.1,Catalyst set up condition,GM
51670,5997,Xenon(Xe),300.00,Lamp power condition,W
51671,5997,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51672,5997,,4.00,Temperature condition,DEG_C
51673,5997,,0.10,Preasure condition,BAR
51674,5997,,,Space velocity condition,PER-HR
51675,5997,,8.00,Reaction time condition,HR
51676,5997,Gas,,Reaction medium condition,PH
51677,5997,Visible,400-780,Wavelength condition,NanoM
51678,5997,Visible,,Illuminated area condition,M2
51679,5998,Fixed-bed,0.00,Reactor condition,L
51680,5998,Powder(Supported),0.1,Catalyst set up condition,GM
51681,5998,Xenon(Xe),300.00,Lamp power condition,W
51682,5998,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51683,5998,,4.00,Temperature condition,DEG_C
51684,5998,,0.10,Preasure condition,BAR
51685,5998,,,Space velocity condition,PER-HR
51686,5998,,8.00,Reaction time condition,HR
51687,5998,Gas,,Reaction medium condition,PH
51688,5998,Visible,400-780,Wavelength condition,NanoM
51689,5998,Visible,,Illuminated area condition,M2
51690,5999,Fixed-bed,0.00,Reactor condition,L
51691,5999,Powder(Supported),0.1,Catalyst set up condition,GM
51692,5999,Xenon(Xe),300.00,Lamp power condition,W
51693,5999,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51694,5999,,4.00,Temperature condition,DEG_C
51695,5999,,0.10,Preasure condition,BAR
51696,5999,,,Space velocity condition,PER-HR
51697,5999,,8.00,Reaction time condition,HR
51698,5999,Gas,,Reaction medium condition,PH
51699,5999,Visible,400-780,Wavelength condition,NanoM
51700,5999,Visible,,Illuminated area condition,M2
51701,6000,Fixed-bed,0.00,Reactor condition,L
51702,6000,Powder(Supported),0.1,Catalyst set up condition,GM
51703,6000,Xenon(Xe),300.00,Lamp power condition,W
51704,6000,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51705,6000,,4.00,Temperature condition,DEG_C
51706,6000,,0.10,Preasure condition,BAR
51707,6000,,,Space velocity condition,PER-HR
51708,6000,,8.00,Reaction time condition,HR
51709,6000,Gas,,Reaction medium condition,PH
51710,6000,Visible,400-780,Wavelength condition,NanoM
51711,6000,Visible,,Illuminated area condition,M2
51712,6001,Fixed-bed,0.44,Reactor condition,L
51713,6001,Powder(Supported),0.02,Catalyst set up condition,GM
51714,6001,Xenon(Xe),300.00,Lamp power condition,W
51715,6001,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51716,6001,,0.00,Temperature condition,DEG_C
51717,6001,,0.00,Preasure condition,BAR
51718,6001,,0.00,Space velocity condition,PER-HR
51719,6001,,2.00,Reaction time condition,HR
51720,6001,Gas,,Reaction medium condition,PH
51721,6001,Visible,400-780,Wavelength condition,NanoM
51722,6001,Visible,,Illuminated area condition,M2
51723,6002,Fixed-bed,0.44,Reactor condition,L
51724,6002,Powder(Supported),0.02,Catalyst set up condition,GM
51725,6002,Xenon(Xe),300.00,Lamp power condition,W
51726,6002,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51727,6002,,0.00,Temperature condition,DEG_C
51728,6002,,0.00,Preasure condition,BAR
51729,6002,,0.00,Space velocity condition,PER-HR
51730,6002,,2.00,Reaction time condition,HR
51731,6002,Gas,,Reaction medium condition,PH
51732,6002,Visible,400-780,Wavelength condition,NanoM
51733,6002,Visible,,Illuminated area condition,M2
51734,6003,Fixed-bed,0.44,Reactor condition,L
51735,6003,Powder(Supported),0.02,Catalyst set up condition,GM
51736,6003,Xenon(Xe),300.00,Lamp power condition,W
51737,6003,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51738,6003,,0.00,Temperature condition,DEG_C
51739,6003,,0.00,Preasure condition,BAR
51740,6003,,0.00,Space velocity condition,PER-HR
51741,6003,,2.00,Reaction time condition,HR
51742,6003,Gas,,Reaction medium condition,PH
51743,6003,Visible,400-780,Wavelength condition,NanoM
51744,6003,Visible,,Illuminated area condition,M2
51745,6004,Fixed-bed,0.44,Reactor condition,L
51746,6004,Powder(Supported),0.02,Catalyst set up condition,GM
51747,6004,Xenon(Xe),300.00,Lamp power condition,W
51748,6004,Xenon(Xe),0.00,Lamp irradiance condition,W-PER-M2
51749,6004,,0.00,Temperature condition,DEG_C
51750,6004,,0.00,Preasure condition,BAR
51751,6004,,0.00,Space velocity condition,PER-HR
51752,6004,,2.00,Reaction time condition,HR
51753,6004,Gas,,Reaction medium condition,PH
51754,6004,Visible,400-780,Wavelength condition,NanoM
51755,6004,Visible,0.00,Illuminated area condition,M2
51756,6005,Fixed-bed,0.44,Reactor condition,L
51757,6005,Powder(Supported),0.02,Catalyst set up condition,GM
51758,6005,Xenon(Xe),300.00,Lamp power condition,W
51759,6005,Xenon(Xe),0.00,Lamp irradiance condition,W-PER-M2
51760,6005,,0.00,Temperature condition,DEG_C
51761,6005,,0.00,Preasure condition,BAR
51762,6005,,0.00,Space velocity condition,PER-HR
51763,6005,,2.00,Reaction time condition,HR
51764,6005,Gas,,Reaction medium condition,PH
51765,6005,Visible,400-780,Wavelength condition,NanoM
51766,6005,Visible,,Illuminated area condition,M2
51767,6006,Slurry,0.00,Reactor condition,L
51768,6006,Powder(Suspended),0.005,Catalyst set up condition,GM
51769,6006,Xenon(Xe),300.00,Lamp power condition,W
51770,6006,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51771,6006,,0.00,Temperature condition,DEG_C
51772,6006,,1.00,Preasure condition,BAR
51773,6006,,,Space velocity condition,PER-HR
51774,6006,,2.00,Reaction time condition,HR
51775,6006,Liquid,0,Reaction medium condition,PH
51776,6006,Visible,400-780,Wavelength condition,NanoM
51777,6006,Visible,,Illuminated area condition,M2
51778,6007,Slurry,0.00,Reactor condition,L
51779,6007,Powder(Suspended),0.005,Catalyst set up condition,GM
51780,6007,Xenon(Xe),300.00,Lamp power condition,W
51781,6007,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51782,6007,,0.00,Temperature condition,DEG_C
51783,6007,,1.00,Preasure condition,BAR
51784,6007,,,Space velocity condition,PER-HR
51785,6007,,2.00,Reaction time condition,HR
51786,6007,Liquid,0,Reaction medium condition,PH
51787,6007,Visible,400-780,Wavelength condition,NanoM
51788,6007,Visible,,Illuminated area condition,M2
51789,6008,Slurry,0.00,Reactor condition,L
51790,6008,Powder(Suspended),0.005,Catalyst set up condition,GM
51791,6008,Xenon(Xe),300.00,Lamp power condition,W
51792,6008,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51793,6008,,0.00,Temperature condition,DEG_C
51794,6008,,1.00,Preasure condition,BAR
51795,6008,,,Space velocity condition,PER-HR
51796,6008,,2.00,Reaction time condition,HR
51797,6008,Liquid,0,Reaction medium condition,PH
51798,6008,Visible,400-780,Wavelength condition,NanoM
51799,6008,Visible,,Illuminated area condition,M2
51800,6009,Slurry,0.00,Reactor condition,L
51801,6009,Powder(Suspended),0.005,Catalyst set up condition,GM
51802,6009,Xenon(Xe),300.00,Lamp power condition,W
51803,6009,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51804,6009,,0.00,Temperature condition,DEG_C
51805,6009,,1.00,Preasure condition,BAR
51806,6009,,,Space velocity condition,PER-HR
51807,6009,,2.00,Reaction time condition,HR
51808,6009,Liquid,0,Reaction medium condition,PH
51809,6009,Visible,400-780,Wavelength condition,NanoM
51810,6009,Visible,,Illuminated area condition,M2
51811,6010,Slurry,0.00,Reactor condition,L
51812,6010,Powder(Suspended),0.005,Catalyst set up condition,GM
51813,6010,Xenon(Xe),300.00,Lamp power condition,W
51814,6010,Xenon(Xe),0.00,Lamp irradiance condition,W-PER-M2
51815,6010,,0.00,Temperature condition,DEG_C
51816,6010,,1.00,Preasure condition,BAR
51817,6010,,,Space velocity condition,PER-HR
51818,6010,,2.00,Reaction time condition,HR
51819,6010,Liquid,0,Reaction medium condition,PH
51820,6010,Visible,400-780,Wavelength condition,NanoM
51821,6010,Visible,0.00,Illuminated area condition,M2
51822,6011,Slurry,0.00,Reactor condition,L
51823,6011,Powder(Suspended),0.005,Catalyst set up condition,GM
51824,6011,Xenon(Xe),300.00,Lamp power condition,W
51825,6011,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51826,6011,,0.00,Temperature condition,DEG_C
51827,6011,,1.00,Preasure condition,BAR
51828,6011,,,Space velocity condition,PER-HR
51829,6011,,2.00,Reaction time condition,HR
51830,6011,Liquid,0,Reaction medium condition,PH
51831,6011,Visible,400-780,Wavelength condition,NanoM
51832,6011,Visible,,Illuminated area condition,M2
51833,6012,Fixed-bed,0.00,Reactor condition,L
51834,6012,Powder(Supported),0.05,Catalyst set up condition,GM
51835,6012,Xenon(Xe),300.00,Lamp power condition,W
51836,6012,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51837,6012,,25.00,Temperature condition,DEG_C
51838,6012,,0.00,Preasure condition,BAR
51839,6012,,,Space velocity condition,PER-HR
51840,6012,,4.00,Reaction time condition,HR
51841,6012,Gas,,Reaction medium condition,PH
51842,6012,Solar Simulator,,Wavelength condition,NanoM
51843,6012,Solar Simulator,,Illuminated area condition,M2
51844,6013,Fixed-bed,0.00,Reactor condition,L
51845,6013,Powder(Supported),0.05,Catalyst set up condition,GM
51846,6013,Xenon(Xe),300.00,Lamp power condition,W
51847,6013,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51848,6013,,25.00,Temperature condition,DEG_C
51849,6013,,0.00,Preasure condition,BAR
51850,6013,,,Space velocity condition,PER-HR
51851,6013,,4.00,Reaction time condition,HR
51852,6013,Gas,,Reaction medium condition,PH
51853,6013,Solar Simulator,,Wavelength condition,NanoM
51854,6013,Solar Simulator,,Illuminated area condition,M2
51855,6014,Fixed-bed,0.00,Reactor condition,L
51856,6014,Powder(Supported),0.05,Catalyst set up condition,GM
51857,6014,Xenon(Xe),300.00,Lamp power condition,W
51858,6014,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51859,6014,,25.00,Temperature condition,DEG_C
51860,6014,,0.00,Preasure condition,BAR
51861,6014,,,Space velocity condition,PER-HR
