ID,Material_transformation_id,Chemical,Quantity,Unit,QUDT_unit
4804,2288,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4805,2289,CH3OH,6.0000,g,MicroMOL-PER-GM
4806,2289,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4807,2289,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4808,2289,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4809,2289,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4810,2290,CH3OH,7.0000,g,MicroMOL-PER-GM
4811,2290,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4812,2290,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4813,2290,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4814,2290,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4815,2291,CH3OH,7.5000,g,MicroMOL-PER-GM
4816,2291,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4817,2291,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4818,2291,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4819,2291,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4820,2292,CH3OH,8.0000,g,MicroMOL-PER-GM
4821,2292,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4822,2292,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4823,2292,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4824,2292,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4825,2293,CH3OH,2.6667,gh,MicroMOL-PER-GM-HR
4826,2293,CH3OH,8.0000,g,MicroMOL-PER-GM
4827,2293,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4828,2293,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4829,2293,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4830,2293,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4831,2294,HCOOH,16.3750,gh,MicroMOL-PER-GM-HR
4832,2294,HCOOH,131.0000,g,MicroMOL-PER-GM
4833,2294,HCOOH,327.5000,m2h,MicroMOL-PER-M2-HR
4834,2295,HCOOH,4.7000,gh,MicroMOL-PER-GM-HR
4835,2295,HCOOH,37.6000,g,MicroMOL-PER-GM
4836,2295,HCOOH,15.6667,m2h,MicroMOL-PER-M2-HR
4837,2296,HCOOH,4.9000,gh,MicroMOL-PER-GM-HR
4838,2296,HCOOH,39.2000,g,MicroMOL-PER-GM
4839,2296,HCOOH,32.6667,m2h,MicroMOL-PER-M2-HR
4840,2297,HCOOH,11.3250,gh,MicroMOL-PER-GM-HR
4841,2297,HCOOH,90.6000,g,MicroMOL-PER-GM
4842,2297,HCOOH,151.0000,m2h,MicroMOL-PER-M2-HR
4843,2298,HCOOH,26.0625,gh,MicroMOL-PER-GM-HR
4844,2298,HCOOH,208.5000,g,MicroMOL-PER-GM
4845,2298,HCOOH,521.2500,m2h,MicroMOL-PER-M2-HR
4846,2299,HCOOH,29.9375,gh,MicroMOL-PER-GM-HR
4847,2299,HCOOH,239.5000,g,MicroMOL-PER-GM
4848,2299,HCOOH,1197.5000,m2h,MicroMOL-PER-M2-HR
4849,2300,HCOOH,23.0875,gh,MicroMOL-PER-GM-HR
4850,2300,HCOOH,184.7000,g,MicroMOL-PER-GM
4851,2300,HCOOH,923.5000,m2h,MicroMOL-PER-M2-HR
4852,2301,CO,0.8750,gh,MicroMOL-PER-GM-HR
4853,2301,CH4,1.5000,gh,MicroMOL-PER-GM-HR
4854,2301,CO,7.0000,g,MicroMOL-PER-GM
4855,2301,CH4,12.0000,g,MicroMOL-PER-GM
4856,2301,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4857,2301,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4858,2301,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4859,2301,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4860,2302,CH4,0.1200,gh,MicroMOL-PER-GM-HR
4861,2302,CH4,0.6000,g,MicroMOL-PER-GM
4862,2302,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4863,2302,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4864,2302,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4865,2302,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4866,2303,CH4,0.2000,gh,MicroMOL-PER-GM-HR
4867,2303,CH4,1.0000,g,MicroMOL-PER-GM
4868,2303,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4869,2303,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4870,2303,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4871,2303,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4872,2304,CH4,0.3200,gh,MicroMOL-PER-GM-HR
4873,2304,CH4,1.6000,g,MicroMOL-PER-GM
4874,2304,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4875,2304,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4876,2304,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4877,2304,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4878,2305,CH4,0.3600,gh,MicroMOL-PER-GM-HR
4879,2305,CH4,1.8000,g,MicroMOL-PER-GM
4880,2305,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4881,2305,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4882,2305,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4883,2305,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4884,2306,CH3OH,206.3700,g,MicroMOL-PER-GM
4885,2306,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4886,2306,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4887,2306,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4888,2306,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4889,2307,CH3OH,240.6800,g,MicroMOL-PER-GM
4890,2307,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4891,2307,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4892,2307,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4893,2307,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4894,2308,CH3OH,263.1700,g,MicroMOL-PER-GM
4895,2308,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4896,2308,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4897,2308,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4898,2308,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4899,2309,CH3OH,248.7100,g,MicroMOL-PER-GM
4900,2309,CH3OH,0.0001,m2h,MicroMOL-PER-M2-HR
4901,2309,CH3COH,0.0001,m2h,MicroMOL-PER-M2-HR
4902,2309,HCOOH,0.0001,m2h,MicroMOL-PER-M2-HR
4903,2309,CH2O,0.0001,m2h,MicroMOL-PER-M2-HR
4904,2310,CH4,16.0035,gh,MicroMOL-PER-GM-HR
4905,2310,CH4,36.8080,g,MicroMOL-PER-GM
4906,2310,CO,88.0191,m2h,MicroMOL-PER-M2-HR
4907,2311,HCOOH,0.9567,gh,MicroMOL-PER-GM-HR
4908,2311,CH2O,1.5000,gh,MicroMOL-PER-GM-HR
4909,2311,HCOOH,4.7833,g,MicroMOL-PER-GM
4910,2311,CH2O,7.5000,g,MicroMOL-PER-GM
4911,2312,CH2O,0.8567,gh,MicroMOL-PER-GM-HR
4912,2312,CH2O,4.2833,g,MicroMOL-PER-GM
4913,2313,CH2O,1.3467,gh,MicroMOL-PER-GM-HR
4914,2313,CH2O,6.7333,g,MicroMOL-PER-GM
4915,2314,CH2O,1.4000,gh,MicroMOL-PER-GM-HR
4916,2314,CH2O,7.0000,g,MicroMOL-PER-GM
4917,2315,CH3OH,0.5333,gh,MicroMOL-PER-GM-HR
4918,2315,HCOOH,0.6933,gh,MicroMOL-PER-GM-HR
4919,2315,CH2O,0.3700,gh,MicroMOL-PER-GM-HR
4920,2315,CH3OH,2.6667,g,MicroMOL-PER-GM
4921,2315,HCOOH,3.4667,g,MicroMOL-PER-GM
4922,2315,CH2O,1.8500,g,MicroMOL-PER-GM
4923,2316,CH3OH,0.3333,gh,MicroMOL-PER-GM-HR
4924,2316,HCOOH,1.4967,gh,MicroMOL-PER-GM-HR
4925,2316,CH2O,0.2333,gh,MicroMOL-PER-GM-HR
4926,2316,CH3OH,1.6667,g,MicroMOL-PER-GM
4927,2316,HCOOH,7.4833,g,MicroMOL-PER-GM
4928,2316,CH2O,1.1667,g,MicroMOL-PER-GM
4929,2317,H2,1406.2500,gh,MicroMOL-PER-GM-HR
4930,2317,H2,5625.0000,g,MicroMOL-PER-GM
4931,2318,H2,312.5000,gh,MicroMOL-PER-GM-HR
4932,2318,H2,1250.0000,g,MicroMOL-PER-GM
4933,2319,H2,72.0000,gh,MicroMOL-PER-GM-HR
4934,2319,H2,576.0000,g,MicroMOL-PER-GM
4935,2320,H2,120.0000,gh,MicroMOL-PER-GM-HR
4936,2320,H2,960.0000,g,MicroMOL-PER-GM
4937,2321,H2,103.0000,gh,MicroMOL-PER-GM-HR
4938,2321,CO,0.9000,gh,MicroMOL-PER-GM-HR
4939,2321,H2,824.0000,g,MicroMOL-PER-GM
4940,2321,CO,7.2000,g,MicroMOL-PER-GM
4941,2322,H2,310.0000,gh,MicroMOL-PER-GM-HR
4942,2322,H2,2480.0000,g,MicroMOL-PER-GM
4943,2323,H2,19.0000,gh,MicroMOL-PER-GM-HR
4944,2323,CO,11.0000,gh,MicroMOL-PER-GM-HR
4945,2323,H2,152.0000,g,MicroMOL-PER-GM
4946,2323,CO,20.0000,g,MicroMOL-PER-GM
4947,2325,H2,13.3333,gh,MicroMOL-PER-GM-HR
4948,2325,H2,32.0000,g,MicroMOL-PER-GM
4949,2326,CH3OH,0.8333,gh,MicroMOL-PER-GM-HR
4950,2326,CH3OH,3.3333,g,MicroMOL-PER-GM
4951,2327,CH3OH,0.8333,gh,MicroMOL-PER-GM-HR
4952,2327,CH3OH,3.3333,g,MicroMOL-PER-GM
4953,2328,CH3OH,1.2500,gh,MicroMOL-PER-GM-HR
4954,2328,CH3OH,5.0000,g,MicroMOL-PER-GM
4955,2329,CH3OH,6.6667,gh,MicroMOL-PER-GM-HR
4956,2329,CH3OH,26.6667,g,MicroMOL-PER-GM
4957,2330,CH3OH,4.1667,gh,MicroMOL-PER-GM-HR
4958,2330,CH3OH,16.6667,g,MicroMOL-PER-GM
4959,2331,CH3OH,5.5714,gh,MicroMOL-PER-GM-HR
4960,2331,HCOOH,12.8571,gh,MicroMOL-PER-GM-HR
4961,2331,CH3OH,78.0000,g,MicroMOL-PER-GM
4962,2331,HCOOH,180.0000,g,MicroMOL-PER-GM
4963,2332,CH3OH,4.8667,gh,MicroMOL-PER-GM-HR
4964,2332,HCOOH,6.0000,gh,MicroMOL-PER-GM-HR
4965,2332,CH3OH,146.0000,g,MicroMOL-PER-GM
4966,2332,HCOOH,180.0000,g,MicroMOL-PER-GM
4967,2333,CH3OH,1.1667,gh,MicroMOL-PER-GM-HR
4968,2333,HCOOH,4.0000,gh,MicroMOL-PER-GM-HR
4969,2333,CH3OH,35.0000,g,MicroMOL-PER-GM
4970,2333,HCOOH,350.0000,g,MicroMOL-PER-GM
4971,2334,CH3OH,3.9000,gh,MicroMOL-PER-GM-HR
4972,2334,HCOOH,6.6667,gh,MicroMOL-PER-GM-HR
4973,2334,CH3OH,117.0000,g,MicroMOL-PER-GM
4974,2334,HCOOH,1170.0000,g,MicroMOL-PER-GM
4975,2335,CH3OH,3.6667,gh,MicroMOL-PER-GM-HR
4976,2335,HCOOH,3.3333,gh,MicroMOL-PER-GM-HR
4977,2335,CH3OH,110.0000,g,MicroMOL-PER-GM
4978,2335,HCOOH,1100.0000,g,MicroMOL-PER-GM
4979,2336,CH3OH,17.8333,gh,MicroMOL-PER-GM-HR
4980,2336,HCOOH,3.3333,gh,MicroMOL-PER-GM-HR
4981,2336,CH3OH,535.0000,g,MicroMOL-PER-GM
4982,2336,HCOOH,5350.0000,g,MicroMOL-PER-GM
4983,2338,H2,20.0000,gh,MicroMOL-PER-GM-HR
4984,2338,CH4,3.0000,gh,MicroMOL-PER-GM-HR
4985,2338,H2,80.0000,g,MicroMOL-PER-GM
4986,2338,CH4,12.0000,g,MicroMOL-PER-GM
4987,2339,CH4,0.0275,gh,MicroMOL-PER-GM-HR
4988,2339,CH3OH,0.0028,gh,MicroMOL-PER-GM-HR
4989,2339,CH4,0.2200,g,MicroMOL-PER-GM
4990,2339,CH3OH,0.0220,g,MicroMOL-PER-GM
4991,2341,CH3OH,0.5556,gh,MicroMOL-PER-GM-HR
4992,2341,CH2O,0.2778,gh,MicroMOL-PER-GM-HR
4993,2341,CH3OH,5.0000,g,MicroMOL-PER-GM
4994,2341,CH2O,2.5000,g,MicroMOL-PER-GM
4995,2342,CH4,0.0417,gh,MicroMOL-PER-GM-HR
4996,2342,CH3OH,1.3611,gh,MicroMOL-PER-GM-HR
4997,2342,CH2O,0.2778,gh,MicroMOL-PER-GM-HR
4998,2342,CH4,0.3750,g,MicroMOL-PER-GM
4999,2342,CH3OH,12.2500,g,MicroMOL-PER-GM
5000,2342,CH2O,2.5000,g,MicroMOL-PER-GM
5001,2343,CH4,0.0093,gh,MicroMOL-PER-GM-HR
5002,2343,C2H6,0.0013,gh,MicroMOL-PER-GM-HR
5003,2343,CH3OH,0.0133,gh,MicroMOL-PER-GM-HR
5004,2343,HCOOH,0.0067,gh,MicroMOL-PER-GM-HR
5005,2343,CH4,0.0467,g,MicroMOL-PER-GM
5006,2343,C2H6,0.0067,g,MicroMOL-PER-GM
5007,2343,CH3OH,0.0667,g,MicroMOL-PER-GM
5008,2343,HCOOH,0.0333,g,MicroMOL-PER-GM
5009,2344,CH4,0.3293,gh,MicroMOL-PER-GM-HR
5010,2344,C2H6,0.0187,gh,MicroMOL-PER-GM-HR
5011,2344,CH3OH,0.0133,gh,MicroMOL-PER-GM-HR
5012,2344,HCOOH,0.0067,gh,MicroMOL-PER-GM-HR
5013,2344,CH4,1.6467,g,MicroMOL-PER-GM
5014,2344,C2H6,0.0933,g,MicroMOL-PER-GM
5015,2344,CH3OH,0.0667,g,MicroMOL-PER-GM
5016,2344,HCOOH,0.0333,g,MicroMOL-PER-GM
5017,2345,CH4,0.1333,gh,MicroMOL-PER-GM-HR
5018,2345,C2H6,0.0120,gh,MicroMOL-PER-GM-HR
5019,2345,CH3OH,0.0133,gh,MicroMOL-PER-GM-HR
5020,2345,HCOOH,0.0067,gh,MicroMOL-PER-GM-HR
5021,2345,CH4,0.6667,g,MicroMOL-PER-GM
5022,2345,C2H6,0.0600,g,MicroMOL-PER-GM
5023,2345,CH3OH,0.0667,g,MicroMOL-PER-GM
5024,2345,HCOOH,0.0333,g,MicroMOL-PER-GM
5025,2346,CH4,0.0667,gh,MicroMOL-PER-GM-HR
5026,2346,C2H6,0.0013,gh,MicroMOL-PER-GM-HR
5027,2346,CH3OH,0.0133,gh,MicroMOL-PER-GM-HR
5028,2346,HCOOH,0.0067,gh,MicroMOL-PER-GM-HR
5029,2346,CH4,0.3333,g,MicroMOL-PER-GM
5030,2346,C2H6,0.0067,g,MicroMOL-PER-GM
5031,2346,CH3OH,0.0667,g,MicroMOL-PER-GM
5032,2346,HCOOH,0.0333,g,MicroMOL-PER-GM
5033,2347,CH4,0.0440,gh,MicroMOL-PER-GM-HR
5034,2347,C2H6,0.0080,gh,MicroMOL-PER-GM-HR
5035,2347,CH3OH,0.0133,gh,MicroMOL-PER-GM-HR
5036,2347,HCOOH,0.0067,gh,MicroMOL-PER-GM-HR
5037,2347,CH4,0.2200,g,MicroMOL-PER-GM
5038,2347,C2H6,0.0400,g,MicroMOL-PER-GM
5039,2347,CH3OH,0.0667,g,MicroMOL-PER-GM
5040,2347,HCOOH,0.0333,g,MicroMOL-PER-GM
5041,2348,CH4,0.0253,gh,MicroMOL-PER-GM-HR
5042,2348,C2H6,0.0027,gh,MicroMOL-PER-GM-HR
5043,2348,CH3OH,0.0133,gh,MicroMOL-PER-GM-HR
5044,2348,HCOOH,0.0080,gh,MicroMOL-PER-GM-HR
5045,2348,CH4,0.1267,g,MicroMOL-PER-GM
5046,2348,C2H6,0.0133,g,MicroMOL-PER-GM
5047,2348,CH3OH,0.0667,g,MicroMOL-PER-GM
5048,2348,HCOOH,0.0400,g,MicroMOL-PER-GM
5049,2349,CH4,0.0080,gh,MicroMOL-PER-GM-HR
5050,2349,C2H6,0.0013,gh,MicroMOL-PER-GM-HR
5051,2349,CH3OH,0.0133,gh,MicroMOL-PER-GM-HR
5052,2349,HCOOH,0.0067,gh,MicroMOL-PER-GM-HR
5053,2349,CH4,0.0400,g,MicroMOL-PER-GM
5054,2349,C2H6,0.0067,g,MicroMOL-PER-GM
5055,2349,CH3OH,0.0667,g,MicroMOL-PER-GM
5056,2349,HCOOH,0.0333,g,MicroMOL-PER-GM
5057,2350,H2,1.3333,gh,MicroMOL-PER-GM-HR
5058,2350,CO,0.6667,gh,MicroMOL-PER-GM-HR
5059,2350,CH2O,30.0000,gh,MicroMOL-PER-GM-HR
5060,2350,H2,20.0000,g,MicroMOL-PER-GM
5061,2350,CO,10.0000,g,MicroMOL-PER-GM
5062,2350,CH2O,450.0000,g,MicroMOL-PER-GM
5063,2351,H2,6.0000,gh,MicroMOL-PER-GM-HR
5064,2351,CO,34.6667,gh,MicroMOL-PER-GM-HR
5065,2351,CH2O,280.0000,gh,MicroMOL-PER-GM-HR
5066,2351,H2,90.0000,g,MicroMOL-PER-GM
5067,2351,CO,520.0000,g,MicroMOL-PER-GM
5068,2351,CH2O,4200.0000,g,MicroMOL-PER-GM
5069,2352,H2,8.6667,gh,MicroMOL-PER-GM-HR
5070,2352,CO,64.6667,gh,MicroMOL-PER-GM-HR
5071,2352,CH2O,600.0000,gh,MicroMOL-PER-GM-HR
5072,2352,H2,130.0000,g,MicroMOL-PER-GM
5073,2352,CO,970.0000,g,MicroMOL-PER-GM
5074,2352,CH2O,9000.0000,g,MicroMOL-PER-GM
5075,2353,H2,6.6667,gh,MicroMOL-PER-GM-HR
5076,2353,CO,22.0000,gh,MicroMOL-PER-GM-HR
5077,2353,CH2O,120.0000,gh,MicroMOL-PER-GM-HR
5078,2353,H2,100.0000,g,MicroMOL-PER-GM
5079,2353,CO,330.0000,g,MicroMOL-PER-GM
5080,2353,CH2O,1800.0000,g,MicroMOL-PER-GM
5081,2354,H2,5.3333,gh,MicroMOL-PER-GM-HR
5082,2354,CO,5.3333,gh,MicroMOL-PER-GM-HR
5083,2354,CH2O,26.0000,gh,MicroMOL-PER-GM-HR
5084,2354,H2,80.0000,g,MicroMOL-PER-GM
5085,2354,CO,80.0000,g,MicroMOL-PER-GM
5086,2354,CH2O,390.0000,g,MicroMOL-PER-GM
5087,2355,CH4,0.0179,gh,MicroMOL-PER-GM-HR
5088,2355,C2H6,0.0009,gh,MicroMOL-PER-GM-HR
5089,2355,CH4,0.8589,g,MicroMOL-PER-GM
5090,2355,C2H6,0.0426,g,MicroMOL-PER-GM
5091,2356,CH4,0.0128,gh,MicroMOL-PER-GM-HR
5092,2356,C2H4,0.0101,gh,MicroMOL-PER-GM-HR
5093,2356,C2H6,0.0004,gh,MicroMOL-PER-GM-HR
5094,2356,CH4,0.6135,g,MicroMOL-PER-GM
5095,2356,C2H4,0.4838,g,MicroMOL-PER-GM
5096,2356,C2H6,0.0213,g,MicroMOL-PER-GM
5097,2357,CH4,0.0128,gh,MicroMOL-PER-GM-HR
5098,2357,C2H4,0.0193,gh,MicroMOL-PER-GM-HR
5099,2357,C2H6,0.0027,gh,MicroMOL-PER-GM-HR
5100,2357,CH4,0.6135,g,MicroMOL-PER-GM
5101,2357,C2H4,0.9255,g,MicroMOL-PER-GM
5102,2357,C2H6,0.1277,g,MicroMOL-PER-GM
5103,2358,CH4,0.0132,gh,MicroMOL-PER-GM-HR
5104,2358,C2H4,0.0175,gh,MicroMOL-PER-GM-HR
5105,2358,C2H6,0.0001,gh,MicroMOL-PER-GM-HR
5106,2358,CH4,0.6339,g,MicroMOL-PER-GM
5107,2358,C2H4,0.8414,g,MicroMOL-PER-GM
5108,2358,C2H6,0.0043,g,MicroMOL-PER-GM
5109,2359,CH4,0.0119,gh,MicroMOL-PER-GM-HR
5110,2359,C2H4,0.0228,gh,MicroMOL-PER-GM-HR
5111,2359,C2H6,0.0001,gh,MicroMOL-PER-GM-HR
5112,2359,CH4,0.5726,g,MicroMOL-PER-GM
5113,2359,C2H4,1.0938,g,MicroMOL-PER-GM
5114,2359,C2H6,0.0043,g,MicroMOL-PER-GM
5115,2360,CH3OH,0.0556,gh,MicroMOL-PER-GM-HR
5116,2360,HCOOH,1.1889,gh,MicroMOL-PER-GM-HR
5117,2360,CH2O,0.2000,gh,MicroMOL-PER-GM-HR
5118,2360,CH3OH,2.5833,g,MicroMOL-PER-GM
5119,2360,HCOOH,55.2833,g,MicroMOL-PER-GM
5120,2360,CH2O,9.3000,g,MicroMOL-PER-GM
5121,2361,CH3OH,0.0944,gh,MicroMOL-PER-GM-HR
5122,2361,HCOOH,0.8000,gh,MicroMOL-PER-GM-HR
5123,2361,CH2O,0.0778,gh,MicroMOL-PER-GM-HR
5124,2361,CH3OH,3.9667,g,MicroMOL-PER-GM
5125,2361,HCOOH,33.6000,g,MicroMOL-PER-GM
5126,2361,CH2O,3.2667,g,MicroMOL-PER-GM
5127,2362,CH3OH,0.0289,gh,MicroMOL-PER-GM-HR
5128,2362,CH2O,0.0089,gh,MicroMOL-PER-GM-HR
5129,2362,CH3OH,1.3867,g,MicroMOL-PER-GM
5130,2362,CH2O,0.4267,g,MicroMOL-PER-GM
5131,2363,CH3OH,0.0678,gh,MicroMOL-PER-GM-HR
5132,2363,HCOOH,0.3667,gh,MicroMOL-PER-GM-HR
5133,2363,CH2O,0.0311,gh,MicroMOL-PER-GM-HR
5134,2363,CH3OH,2.8128,g,MicroMOL-PER-GM
5135,2363,HCOOH,15.2167,g,MicroMOL-PER-GM
5136,2363,CH2O,1.2911,g,MicroMOL-PER-GM
5137,2364,CH3OH,0.0378,gh,MicroMOL-PER-GM-HR
5138,2364,HCOOH,0.2556,gh,MicroMOL-PER-GM-HR
5139,2364,CH2O,0.0333,gh,MicroMOL-PER-GM-HR
5140,2364,CH3OH,1.7756,g,MicroMOL-PER-GM
5141,2364,HCOOH,12.0111,g,MicroMOL-PER-GM
5142,2364,CH2O,1.5667,g,MicroMOL-PER-GM
5143,2365,CH3OH,0.1822,gh,MicroMOL-PER-GM-HR
5144,2365,HCOOH,0.5333,gh,MicroMOL-PER-GM-HR
5145,2365,CH2O,0.0089,gh,MicroMOL-PER-GM-HR
5146,2365,CH3OH,8.5644,g,MicroMOL-PER-GM
5147,2365,HCOOH,25.0667,g,MicroMOL-PER-GM
5148,2365,CH2O,0.4178,g,MicroMOL-PER-GM
5149,2366,CH4,0.0100,gh,MicroMOL-PER-GM-HR
5150,2366,CH3COH,0.5000,gh,MicroMOL-PER-GM-HR
5151,2366,CH4,0.0100,g,MicroMOL-PER-GM
5152,2366,CH3COH,0.5000,g,MicroMOL-PER-GM
5153,2366,CH4,0.0020,m2h,MicroMOL-PER-M2-HR
5154,2366,CH3COH,0.1000,m2h,MicroMOL-PER-M2-HR
5155,2367,CH4,0.8000,gh,MicroMOL-PER-GM-HR
5156,2367,CH3COH,3.9000,gh,MicroMOL-PER-GM-HR
5157,2367,CH4,0.8000,g,MicroMOL-PER-GM
5158,2367,CH3COH,3.9000,g,MicroMOL-PER-GM
5159,2367,CH4,0.0084,m2h,MicroMOL-PER-M2-HR
5160,2367,CH3COH,0.0411,m2h,MicroMOL-PER-M2-HR
5161,2368,CH4,0.1000,gh,MicroMOL-PER-GM-HR
5162,2368,CH3COH,8.0000,gh,MicroMOL-PER-GM-HR
5163,2368,CH4,0.1000,g,MicroMOL-PER-GM
5164,2368,CH3COH,8.0000,g,MicroMOL-PER-GM
5165,2368,CH4,0.0014,m2h,MicroMOL-PER-M2-HR
5166,2368,CH3COH,0.1143,m2h,MicroMOL-PER-M2-HR
5167,2369,CO,0.1000,gh,MicroMOL-PER-GM-HR
5168,2369,CO,3.6000,g,MicroMOL-PER-GM
5169,2370,CO,38.0000,gh,MicroMOL-PER-GM-HR
5170,2370,CH4,4.0000,gh,MicroMOL-PER-GM-HR
5171,2370,CO,1956.0000,g,MicroMOL-PER-GM
5172,2370,CH4,196.8000,g,MicroMOL-PER-GM
5173,2371,CO,50.0000,gh,MicroMOL-PER-GM-HR
5174,2371,CH4,5.0000,gh,MicroMOL-PER-GM-HR
5175,2371,CO,2172.0000,g,MicroMOL-PER-GM
5176,2371,CH4,191.4000,g,MicroMOL-PER-GM
5177,2372,CH4,4.0000,gh,MicroMOL-PER-GM-HR
5178,2372,CH4,232.0000,g,MicroMOL-PER-GM
5179,2373,CH4,16.0000,gh,MicroMOL-PER-GM-HR
5180,2373,CH4,712.0000,g,MicroMOL-PER-GM
5181,2374,CH4,10.0000,gh,MicroMOL-PER-GM-HR
5182,2374,CH4,552.0000,g,MicroMOL-PER-GM
5183,2375,CH3OH,0.3700,gh,MicroMOL-PER-GM-HR
5184,2375,CH3OH,0.3700,g,MicroMOL-PER-GM
5185,2375,CH3OH,0.0685,m2h,MicroMOL-PER-M2-HR
5186,2376,CH3OH,0.6000,gh,MicroMOL-PER-GM-HR
5187,2376,CH3OH,0.6000,g,MicroMOL-PER-GM
5188,2376,CH3OH,0.0469,m2h,MicroMOL-PER-M2-HR
5189,2377,CH3OH,0.2600,gh,MicroMOL-PER-GM-HR
5190,2377,CH3OH,0.2600,g,MicroMOL-PER-GM
5191,2377,CH3OH,0.0054,m2h,MicroMOL-PER-M2-HR
5192,2378,CH3OH,1.2111,gh,MicroMOL-PER-GM-HR
5193,2378,CH3OH,21.8000,g,MicroMOL-PER-GM
5194,2379,CH3OH,1.1500,gh,MicroMOL-PER-GM-HR
5195,2379,CH3OH,20.7000,g,MicroMOL-PER-GM
5196,2380,CH3OH,1.1389,gh,MicroMOL-PER-GM-HR
5197,2380,CH3OH,20.5000,g,MicroMOL-PER-GM
5198,2381,CH3OH,1.3556,gh,MicroMOL-PER-GM-HR
5199,2381,CH3OH,24.4000,g,MicroMOL-PER-GM
5200,2382,CH3OH,2.2722,gh,MicroMOL-PER-GM-HR
5201,2382,CH3OH,40.9000,g,MicroMOL-PER-GM
5202,2383,CH3OH,1.7056,gh,MicroMOL-PER-GM-HR
5203,2383,CH3OH,30.7000,g,MicroMOL-PER-GM
5204,2384,CH3OH,1.2944,gh,MicroMOL-PER-GM-HR
5205,2384,CH3OH,23.3000,g,MicroMOL-PER-GM
5206,2385,CH3OH,1.3222,gh,MicroMOL-PER-GM-HR
5207,2385,CH3OH,23.8000,g,MicroMOL-PER-GM
5208,2386,CH3OH,1.1333,gh,MicroMOL-PER-GM-HR
5209,2386,CH3OH,20.4000,g,MicroMOL-PER-GM
5210,2387,CH3OH,1.2778,gh,MicroMOL-PER-GM-HR
5211,2387,CH3OH,23.0000,g,MicroMOL-PER-GM
5212,2388,CH3OH,1.3722,gh,MicroMOL-PER-GM-HR
5213,2388,CH3OH,24.7000,g,MicroMOL-PER-GM
5214,2389,CH3OH,1.3556,gh,MicroMOL-PER-GM-HR
5215,2389,CH3OH,24.4000,g,MicroMOL-PER-GM
5216,2390,CH3OH,4.3667,gh,MicroMOL-PER-GM-HR
5217,2390,CH3OH,104.8000,g,MicroMOL-PER-GM
