ID,Material_transformation_id,Chemical,Percent,Role,crystal_structure
2750,1871,NaHCO3 + HCl 4 M,,Reductant,
2751,1872,g-C3N4,,Catalyst,
2752,1872,Pt,0.75,Co-catalyst,
2753,1872,NaHCO3 + HCl 4 M,,Reductant,
2754,1873,g-C3N4,,Catalyst,
2755,1873,Pt,1,Co-catalyst,
2756,1873,NaHCO3 + HCl 4 M,,Reductant,
2757,1874,g-C3N4,,Catalyst,
2758,1874,Pt,2,Co-catalyst,
2759,1874,NaHCO3 + HCl 4 M,,Reductant,
2760,1875,TiO2,,Catalyst,Anatase
2761,1875,NaOH 2 M,,Reductant,Anatase
2762,1876,TiO2,,Catalyst,Anatase
2763,1876,NaOH 2 M,,Reductant,Anatase
2764,1877,g-C3N4,,Catalyst,
2765,1877,H2O,,Reductant,
2766,1878,g-C3N4,,Catalyst,
2767,1878,H2O,,Reductant,
2768,1879,g-C3N4,,Catalyst,
2769,1879,Pd,3,Co-catalyst,
2770,1879,H2O,,Reductant,
2771,1880,g-C3N4,,Catalyst,
2772,1880,Pd,6,Co-catalyst,
2773,1880,H2O,,Reductant,
2774,1881,g-C3N4,,Catalyst,
2775,1881,Pd,12,Co-catalyst,
2776,1881,H2O,,Reductant,
2777,1882,g-C3N4,,Catalyst,
2778,1882,Pd,3,Co-catalyst,
2779,1882,H2O,,Reductant,
2780,1883,g-C3N4,,Catalyst,
2781,1883,Pd,6,Co-catalyst,
2782,1883,H2O,,Reductant,
2783,1884,g-C3N4,,Catalyst,
2784,1884,Pd,12,Co-catalyst,
2785,1884,H2O,,Reductant,
2786,1885,g-C3N4,,Catalyst,
2787,1885,Pd,6,Co-catalyst,
2788,1885,H2O,,Reductant,
2789,1886,g-C3N4,,Catalyst,
2790,1886,Pd,6,Co-catalyst,
2791,1886,H2O,,Reductant,
2792,1887,TiO2,,Catalyst,Anatase
2793,1887,H2O,,Reductant,Anatase
2794,1888,TiO2,,Catalyst,Anatase
2795,1888,Ag,1,Co-catalyst,Anatase
2796,1888,H2O,,Reductant,Anatase
2797,1889,TiO2,,Catalyst,Anatase
2798,1889,Ag,2,Co-catalyst,Anatase
2799,1889,H2O,,Reductant,Anatase
2800,1890,TiO2,,Catalyst,Anatase
2801,1890,Ag,2.5,Co-catalyst,Anatase
2802,1890,H2O,,Reductant,Anatase
2803,1891,TiO2,,Catalyst,Anatase
2804,1891,Ag,3,Co-catalyst,Anatase
2805,1891,H2O,,Reductant,Anatase
2806,1892,TiO2,,Catalyst,Anatase
2807,1892,Ag,4,Co-catalyst,Anatase
2808,1892,H2O,,Reductant,Anatase
2809,1893,TiO2,,Catalyst,Anatase
2810,1893,Ethanol,,Reductant,Anatase
2811,1894,TiO2,,Catalyst,Anatase
2812,1894,MgO,0.2,Co-catalyst,Anatase
2813,1894,Ethanol,,Reductant,Anatase
2814,1895,TiO2,,Catalyst,Anatase
2815,1895,MgO,0.5,Co-catalyst,Anatase
2816,1895,Ethanol,,Reductant,Anatase
2817,1896,TiO2,,Catalyst,Anatase
2818,1896,MgO,1,Co-catalyst,Anatase
2819,1896,Ethanol,,Reductant,Anatase
2820,1897,TiO2,,Catalyst,Anatase
2821,1897,MgO,2,Co-catalyst,Anatase
2822,1897,Ethanol,,Reductant,Anatase
2823,1898,NaBiO3,,Catalyst,
2824,1898,"NaHCO3 0,08 M",,Reductant,
2825,1899,NaBiO3,,Catalyst,
2826,1899,"NaHCO3 0,08 M",,Reductant,
2827,1900,NaBiO3,,Catalyst,
2828,1900,"NaHCO3 0,08 M",,Reductant,
2829,1901,NaNbO3,,Catalyst,
2830,1901,Pt,0.5,Co-catalyst,
2831,1901,H2O,,Reductant,
2832,1902,TiO2,,Catalyst,
2833,1902,H2O,,Reductant,
2834,1903,TiO2,,Catalyst,
2835,1903,Cu2O,0,Co-catalyst,
2836,1903,H2O,,Reductant,
2837,1904,TiO2,,Catalyst,
2838,1904,Pt,0,Co-catalyst,
2839,1904,H2O,,Reductant,
2840,1905,AgCl,,Catalyst,
2841,1905,Ag,,Co-catalyst,
2842,1905,"NaHCO3 0,1 M",,Reductant,
2843,1907,CeO2,,Catalyst,
2844,1907,H2O,,Reductant,
2845,1908,CeO2,,Catalyst,
2846,1908,Fe,5.0,Dopant,
2847,1908,H2O,,Reductant,
2848,1909,CeO2,,Catalyst,
2849,1909,Fe,10.0,Dopant,
2850,1909,H2O,,Reductant,
2851,1910,CeO2,,Catalyst,
2852,1910,Fe,20.0,Dopant,
2853,1910,H2O,,Reductant,
2854,1911,CeO2,,Catalyst,
2855,1911,Fe,30.0,Dopant,
2856,1911,H2O,,Reductant,
2857,1912,g-C3N4,,Catalyst,
2858,1912,H2O,,Reductant,
2859,1913,g-C3N4,,Catalyst,
2860,1913,In2O3,2.5,Co-catalyst,
2861,1913,H2O,,Reductant,
2862,1914,g-C3N4,,Catalyst,
2863,1914,In2O3,5,Co-catalyst,
2864,1914,H2O,,Reductant,
2865,1915,g-C3N4,,Catalyst,
2866,1915,In2O3,10,Co-catalyst,
2867,1915,H2O,,Reductant,
2868,1916,g-C3N4,,Catalyst,
2869,1916,In2O3,15,Co-catalyst,
2870,1916,H2O,,Reductant,
2871,1917,g-C3N4,,Catalyst,
2872,1917,In2O3,20,Co-catalyst,
2873,1917,H2O,,Reductant,
2874,1918,g-C3N4,,Catalyst,
2875,1918,In2O3,100,Co-catalyst,
2876,1918,H2O,,Reductant,
2877,1919,Cu2O,,Catalyst,
2878,1919,H2O,,Reductant,
2879,1920,Cu2O,,Catalyst,
2880,1920,Graphene,0.5,Co-catalyst,
2881,1920,H2O,,Reductant,
2882,1921,CdS,,Catalyst,
2883,1921,H2O,,Reductant,
2884,1922,CdS,,Catalyst,
2885,1922,Graphene,0.1,Co-catalyst,
2886,1922,H2O,,Reductant,
2887,1923,CdS,,Catalyst,
2888,1923,Graphene,0.25,Co-catalyst,
2889,1923,H2O,,Reductant,
2890,1924,CdS,,Catalyst,
2891,1924,Graphene,0.5,Co-catalyst,
2892,1924,H2O,,Reductant,
2893,1925,CdS,,Catalyst,
2894,1925,Graphene,1,Co-catalyst,
2895,1925,H2O,,Reductant,
2896,1926,CdS,,Catalyst,
2897,1926,Graphene,2,Co-catalyst,
2898,1926,H2O,,Reductant,
2899,1927,TiO2,,Catalyst,Anatase
2900,1927,Cyclohexanol,,Reductant,Anatase
2901,1928,TiO2,,Catalyst,Anatase
2902,1928,CdS,6,Co-catalyst,Anatase
2903,1928,Cyclohexanol,,Reductant,Anatase
2904,1929,TiO2,,Catalyst,Anatase
2905,1929,CdS,8,Co-catalyst,Anatase
2906,1929,Cyclohexanol,,Reductant,Anatase
2907,1930,TiO2,,Catalyst,Anatase
2908,1930,CdS,9,Co-catalyst,Anatase
2909,1930,Cyclohexanol,,Reductant,Anatase
2910,1931,TiO2,,Catalyst,Anatase
2911,1931,CdS,10,Co-catalyst,Anatase
2912,1931,Cyclohexanol,,Reductant,Anatase
2913,1932,CdS,,Catalyst,
2914,1932,Cyclohexanol,,Reductant,
2915,1933,TiO2,,Catalyst,Anatase
2916,1933,H2O,,Reductant,Anatase
2917,1934,TiO2,,Catalyst,Anatase
2918,1934,N,,Dopant,Anatase
2919,1934,H2O,,Reductant,Anatase
2920,1935,TiO2,,Catalyst,Anatase
2921,1935,Polyethylene glycol,,Reductant,Anatase
2922,1936,TiO2,,Catalyst,Anatase
2923,1936,Carbon Nanotube,0.0,Support,Anatase
2924,1936,Polyethylene glycol,,Reductant,Anatase
2925,1937,TiO2,,Catalyst,Anatase
2926,1937,H2O,,Reductant,Anatase
2927,1938,TiO2,,Catalyst,Anatase
2928,1938,Rh,,Dopant,Anatase
2929,1938,H2O,,Reductant,Anatase
2930,1939,TiO2,,Catalyst,Anatase
2931,1939,MB,,Reductant,Anatase
2932,1940,ZnGa2O4,,Catalyst,
2933,1940,H2O,,Reductant,
2934,1941,ZnGa2O4,,Catalyst,
2935,1941,H2O,,Reductant,
2936,1942,ZnGa2O4,,Catalyst,
2937,1942,H2O,,Reductant,
2938,1943,TiO2,,Catalyst,Anatase
2939,1943,Cu2O,0,Co-catalyst,Anatase
2940,1943,H2O,,Reductant,Anatase
2941,1944,Na2V6O16,,Catalyst,
2942,1944,H2O,,Reductant,
2943,1945,Na2V6O16,,Catalyst,
2944,1945,Pt,1,Co-catalyst,
2945,1945,H2O,,Reductant,
2946,1946,Na2V6O16,,Catalyst,
2947,1946,RuO2,1,Co-catalyst,
2948,1946,H2O,,Reductant,
2949,1947,Na2V6O16,,Catalyst,
2950,1947,RuO2,1,Co-catalyst,
2951,1947,Pt,1.0,Co-catalyst,
2952,1947,H2O,,Reductant,
2953,1948,BiNbO4,,Catalyst,
2954,1948,Cr,1,Co-catalyst,
2955,1948,Isopropanol + H2PtCl6,,Reductant,
2956,1949,BiNbO4,,Catalyst,
2957,1949,Cr,2,Co-catalyst,
2958,1949,Isopropanol + H2PtCl6,,Reductant,
2959,1950,BiNbO4,,Catalyst,
2960,1950,Cr,3,Co-catalyst,
2961,1950,Isopropanol + H2PtCl6,,Reductant,
2962,1951,BiTaO4,,Catalyst,
2963,1951,Cr,1,Co-catalyst,
2964,1951,Isopropanol + H2PtCl6,,Reductant,
2965,1952,BiTaO4,,Catalyst,
2966,1952,Cr,2,Co-catalyst,
2967,1952,Isopropanol + H2PtCl6,,Reductant,
2968,1953,BiTaO4,,Catalyst,
2969,1953,Cr,3,Co-catalyst,
2970,1953,Isopropanol + H2PtCl6,,Reductant,
2971,1954,BiNbO4,,Catalyst,
2972,1954,Cr,1,Co-catalyst,
2973,1954,Isopropanol + H2PtCl6,,Reductant,
2974,1955,BiNbO4,,Catalyst,
2975,1955,Cr,2,Co-catalyst,
2976,1955,Isopropanol + H2PtCl6,,Reductant,
2977,1956,BiNbO4,,Catalyst,
2978,1956,Cr,3,Co-catalyst,
2979,1956,Isopropanol + H2PtCl6,,Reductant,
2980,1957,BiTaO4,,Catalyst,
2981,1957,Cr,1,Co-catalyst,
2982,1957,Isopropanol + H2PtCl6,,Reductant,
2983,1958,BiTaO4,,Catalyst,
2984,1958,Cr,2,Co-catalyst,
2985,1958,Isopropanol + H2PtCl6,,Reductant,
2986,1959,BiTaO4,,Catalyst,
2987,1959,Cr,3,Co-catalyst,
2988,1959,Isopropanol + H2PtCl6,,Reductant,
2989,1960,TiO2,,Catalyst,Anatase
2990,1960,Cu,0,Co-catalyst,Anatase
2991,1960,H2O,,Reductant,Anatase
2992,1961,Bi2WO6,,Catalyst,
2993,1961,H2O,,Reductant,
2994,1962,Bi2WO6,,Catalyst,
2995,1962,H2O,,Reductant,
2996,1963,CdIn2S4,,Catalyst,
2997,1963,Methanol,,Reductant,
2998,1964,TiO2,,Catalyst,Anatase
2999,1964,H2O,,Reductant,Anatase
3000,1965,TiO2,,Catalyst,Anatase
3001,1965,CeF3,0,Co-catalyst,Anatase
3002,1965,H2O,,Reductant,Anatase
3003,1966,TiO2,,Catalyst,Anatase
3004,1966,"NaHCO3 0,08 M and HCl 0,08 M",,Reductant,Anatase
3005,1967,TiO2,,Catalyst,Anatase
3006,1967,Graphene,1,Co-catalyst,Anatase
3007,1967,"NaHCO3 0,08 M and HCl 0,08 M",,Reductant,Anatase
3008,1968,TiO2,,Catalyst,Anatase
3009,1968,Tourmaline,1,Co-catalyst,Anatase
3010,1968,"NaHCO3 0,08 M and HCl 0,08 M",,Reductant,Anatase
3011,1969,TiO2,,Catalyst,Anatase
3012,1969,Graphene,1,Co-catalyst,Anatase
3013,1969,Tourmaline,1.0,Co-catalyst,Anatase
3014,1969,"NaHCO3 0,08 M and HCl 0,08 M",,Reductant,Anatase
3015,1970,TiO2,,Catalyst,Anatase
3016,1970,Graphene,1,Co-catalyst,Anatase
3017,1970,Tourmaline,1.5,Co-catalyst,Anatase
3018,1970,"NaHCO3 0,08 M and HCl 0,08 M",,Reductant,Anatase
3019,1971,TiO2,,Catalyst,Anatase
3020,1971,Graphene,1,Co-catalyst,Anatase
3021,1971,Tourmaline,2.0,Co-catalyst,Anatase
3022,1971,"NaHCO3 0,08 M and HCl 0,08 M",,Reductant,Anatase
3023,1972,TiO2,,Catalyst,Anatase
3024,1972,Graphene,1,Co-catalyst,Anatase
3025,1972,Tourmaline,2.5,Co-catalyst,Anatase
3026,1972,"NaHCO3 0,08 M and HCl 0,08 M",,Reductant,Anatase
3027,1973,TiO2,,Catalyst,Anatase
3028,1973,Graphene,1,Co-catalyst,Anatase
3029,1973,Tourmaline,3.0,Co-catalyst,Anatase
3030,1973,"NaHCO3 0,08 M and HCl 0,08 M",,Reductant,Anatase
3031,1974,TiO2,,Catalyst,Anatase
3032,1974,H2O,,Reductant,Anatase
3033,1975,TiO2,,Catalyst,Anatase
3034,1975,H2O,,Reductant,Anatase
3035,1976,TiO2,,Catalyst,Anatase
3036,1976,Pt,0.2,Co-catalyst,Anatase
3037,1976,H2O,,Reductant,Anatase
3038,1977,TiO2,,Catalyst,Anatase
3039,1977,Pt,1,Co-catalyst,Anatase
3040,1977,H2O,,Reductant,Anatase
3041,1978,TiO2,,Catalyst,Anatase
3042,1978,Pt,5,Co-catalyst,Anatase
3043,1978,H2O,,Reductant,Anatase
3044,1979,TiO2,,Catalyst,Anatase
3045,1979,na,,Reductant,Anatase
3046,1980,TiO2,,Catalyst,Anatase
3047,1980,Ag,0,Co-catalyst,Anatase
3048,1980,na,,Reductant,Anatase
3049,1981,TiO2,,Catalyst,Anatase
3050,1981,Cu,0,Co-catalyst,Anatase
3051,1981,na,,Reductant,Anatase
3052,1982,TiO2,,Catalyst,Anatase
3053,1982,AgCu,0,Co-catalyst,Anatase
3054,1982,na,,Reductant,Anatase
3055,1983,TiO2,,Catalyst,Anatase
3056,1983,H2O,,Reductant,Anatase
3057,1984,TiO2,,Catalyst,Anatase
3058,1984,"NaOH 0,1 M",,Reductant,Anatase
3059,1985,TiO2,,Catalyst,Anatase
3060,1985,"NaOH 0,2 M",,Reductant,Anatase
3061,1986,TiO2,,Catalyst,Anatase
3062,1986,"NaOH 0,3 M",,Reductant,Anatase
3063,1987,TiO2,,Catalyst,Anatase
3064,1987,"NaOH 0,4 M",,Reductant,Anatase
3065,1988,g-C3N4,,Catalyst,
3066,1988,H2O,,Reductant,
3067,1989,g-C3N4,,Catalyst,
3068,1989,H2O,,Reductant,
3069,1990,g-C3N4,,Catalyst,
3070,1990,WO3,0,Co-catalyst,
3071,1990,H2O,,Reductant,
3072,1991,g-C3N4,,Catalyst,
3073,1991,WO3,0,Co-catalyst,
3074,1991,H2O,,Reductant,
3075,1992,g-C3N4,,Catalyst,
3076,1992,WO3,0,Co-catalyst,
3077,1992,H2O,,Reductant,
3078,1993,g-C3N4,,Catalyst,
3079,1993,WO3,0.1,Co-catalyst,
3080,1993,Au,,Co-catalyst,
3081,1993,H2O,,Reductant,
3082,1994,g-C3N4,,Catalyst,
3083,1994,WO3,0.5,Co-catalyst,
3084,1994,Au,,Co-catalyst,
3085,1994,H2O,,Reductant,
3086,1995,g-C3N4,,Catalyst,
3087,1995,WO3,1,Co-catalyst,
3088,1995,Au,,Co-catalyst,
3089,1995,H2O,,Reductant,
3090,1996,g-C3N4,,Catalyst,
3091,1996,WO3,0.1,Co-catalyst,
3092,1996,Ag,,Co-catalyst,
3093,1996,H2O,,Reductant,
3094,1997,g-C3N4,,Catalyst,
3095,1997,WO3,0.5,Co-catalyst,
3096,1997,Ag,,Co-catalyst,
3097,1997,H2O,,Reductant,
3098,1998,g-C3N4,,Catalyst,
3099,1998,WO3,1,Co-catalyst,
3100,1998,Ag,,Co-catalyst,
3101,1998,H2O,,Reductant,
3102,1999,TiO2,,Catalyst,Anatase
3103,1999,H2O,,Reductant,Anatase
3104,2000,BiOI,,Catalyst,
3105,2000,H2O,,Reductant,
3106,2001,BiOI,,Catalyst,
3107,2001,H2O,,Reductant,
3108,2002,TiO2,,Catalyst,Anatase
3109,2002,H2O,,Reductant,Anatase
3110,2003,TiO2,,Catalyst,Anatase
3111,2003,Carbon Nanotube,,Support,Anatase
3112,2003,H2O,,Reductant,Anatase
3113,2004,TiO2,,Catalyst,Anatase
3114,2004,Carbon Nanotube,,Support,Anatase
3115,2004,H2O,,Reductant,Anatase
3116,2005,TiO2,,Catalyst,Anatase
3117,2005,Carbon Nanotube,,Support,Anatase
3118,2005,H2O,,Reductant,Anatase
3119,2006,TiO2,,Catalyst,Anatase
3120,2006,Carbon Nanotube,,Support,Anatase
3121,2006,H2O,,Reductant,Anatase
3122,2007,TiO2,,Catalyst,Anatase
3123,2007,Carbon Nanotube,,Support,Anatase
3124,2007,H2O,,Reductant,Anatase
3125,2008,TiO2,,Catalyst,Anatase
3126,2008,Carbon Nanotube,,Support,Anatase
3127,2008,H2O,,Reductant,Anatase
3128,2009,TiO2,,Catalyst,Anatase
3129,2009,N,,Dopant,Anatase
3130,2009,"KHCO3 0,1 M",,Reductant,Anatase
3131,2010,TiO2,,Catalyst,Anatase
3132,2010,V-N,,Dopant,Anatase
3133,2010,"KHCO3 0,1 M",,Reductant,Anatase
3134,2011,TiO2,,Catalyst,Anatase
3135,2011,V-N,,Dopant,Anatase
3136,2011,"KHCO3 0,1 M",,Reductant,Anatase
3137,2012,TiO2,,Catalyst,Anatase
3138,2012,V-N,,Dopant,Anatase
3139,2012,"KHCO3 0,1 M",,Reductant,Anatase
3140,2013,TiO2,,Catalyst,Anatase
3141,2013,V-N,,Dopant,Anatase
3142,2013,"KHCO3 0,1 M",,Reductant,Anatase
3143,2014,TiO2,,Catalyst,Anatase
3144,2014,V-N,,Dopant,Anatase
3145,2014,"KHCO3 0,1 M",,Reductant,Anatase
3146,2015,TiO2,,Catalyst,Anatase
3147,2015,H2O,,Reductant,Anatase
3148,2016,TiO2,,Catalyst,Anatase
3149,2016,CdS,9,Co-catalyst,Anatase
3150,2016,H2O,,Reductant,Anatase
3151,2017,TiO2,,Catalyst,Anatase
3152,2017,CdS,23,Co-catalyst,Anatase
3153,2017,H2O,,Reductant,Anatase
3154,2018,TiO2,,Catalyst,Anatase
3155,2018,CdS,45,Co-catalyst,Anatase
3156,2018,H2O,,Reductant,Anatase
3157,2019,TiO2,,Catalyst,Anatase
3158,2019,CdS,74,Co-catalyst,Anatase
3159,2019,H2O,,Reductant,Anatase
3160,2020,CdS,,Catalyst,Anatase
3161,2020,H2O,,Reductant,Anatase
3162,2021,TiO2,,Catalyst,P25
3163,2021,"NaOH 0,2 M",,Reductant,P25
3164,2022,ZnS,,Catalyst,
3165,2022,Montmorillonite,3.1,Support,
3166,2022,"NaOH 0,2 M",,Reductant,
3167,2023,ZnS,,Catalyst,
3168,2023,Montmorillonite,4.2,Support,
3169,2023,"NaOH 0,2 M",,Reductant,
3170,2024,ZnS,,Catalyst,
3171,2024,Montmorillonite,2.0,Support,
3172,2024,"NaOH 0,2 M",,Reductant,
3173,2025,CoTe,,Catalyst,Nanostructure
3174,2025,H2O,,Reductant,Nanostructure
3175,2026,CoTe,,Catalyst,Nanostructure
3176,2026,H2O,,Reductant,Nanostructure
3177,2027,CoTe,,Catalyst,Nanostructure
3178,2027,H2O,,Reductant,Nanostructure
3179,2028,CoTe,,Catalyst,Nanostructure
3180,2028,H2O,,Reductant,Nanostructure
3181,2029,CoTe,,Catalyst,Nanostructure
3182,2029,H2O,,Reductant,Nanostructure
3183,2030,CoTe,,Catalyst,Nanostructure
3184,2030,H2O,,Reductant,Nanostructure
3185,2031,CoTe,,Catalyst,Nanostructure
3186,2031,H2O,,Reductant,Nanostructure
3187,2032,CoTe,,Catalyst,Nanostructure
3188,2032,H2O,,Reductant,Nanostructure
3189,2033,TiO2,,Catalyst,Anatase
3190,2033,H2O,,Reductant,Anatase
3191,2034,TiO2,,Catalyst,Anatase
3192,2034,MgO,2,Co-catalyst,Anatase
3193,2034,H2O,,Reductant,Anatase
3194,2035,TiO2,,Catalyst,Anatase
3195,2035,MgO,5,Co-catalyst,Anatase
3196,2035,H2O,,Reductant,Anatase
3197,2036,TiO2,,Catalyst,Anatase
3198,2036,MgO,10,Co-catalyst,Anatase
3199,2036,H2O,,Reductant,Anatase
3200,2037,TiO2,,Catalyst,Anatase
3201,2037,MgO,25,Co-catalyst,Anatase
3202,2037,H2O,,Reductant,Anatase
3203,2038,TiO2,,Catalyst,Anatase
3204,2038,H2O,,Reductant,Anatase
3205,2039,TiO2,,Catalyst,Anatase
3206,2039,MgO,2,Co-catalyst,Anatase
3207,2039,H2O,,Reductant,Anatase
3208,2040,TiO2,,Catalyst,Anatase
3209,2040,MgO,5,Co-catalyst,Anatase
3210,2040,H2O,,Reductant,Anatase
3211,2041,TiO2,,Catalyst,Anatase
3212,2041,MgO,10,Co-catalyst,Anatase
3213,2041,H2O,,Reductant,Anatase
3214,2042,TiO2,,Catalyst,Anatase
3215,2042,MgO,25,Co-catalyst,Anatase
3216,2042,H2O,,Reductant,Anatase
3217,2043,Zn2GeO4,,Catalyst,
3218,2043,RuO2,1,Co-catalyst,
3219,2043,H2O,,Reductant,
3220,2044,Zn2GeO4,,Catalyst,
3221,2044,RuO2,1,Co-catalyst,
3222,2044,H2O,,Reductant,
3223,2045,Zn2GeO4,,Catalyst,
3224,2045,RuO2,1,Co-catalyst,
3225,2045,H2O,,Reductant,
3226,2046,TiO2,,Catalyst,Anatase
3227,2046,na,,Reductant,Anatase
3228,2047,TiO2,,Catalyst,Anatase
3229,2047,Au,1,Co-catalyst,Anatase
3230,2047,na,,Reductant,Anatase
3231,2048,TiO2,,Catalyst,Anatase
3232,2048,Cu,1,Co-catalyst,Anatase
3233,2048,na,,Reductant,Anatase
3234,2049,TiO2,,Catalyst,Anatase
3235,2049,Cu@Au,1,Co-catalyst,Anatase
3236,2049,na,,Reductant,Anatase
3237,2050,TiO2,,Catalyst,Anatase
3238,2050,Au,1,Co-catalyst,Anatase
3239,2050,Cu,1.0,Co-catalyst,Anatase
3240,2050,na,,Reductant,Anatase
3241,2051,TiO2,,Catalyst,Anatase
3242,2051,Au@Cu,1,Co-catalyst,Anatase
3243,2051,na,,Reductant,Anatase
3244,2052,Ti-Kit-6,,Catalyst,
3245,2052,Ti,0.01,Dopant,
3246,2052,H2O,,Reductant,
3247,2053,Ti-Kit-6,,Catalyst,
3248,2053,Ti,0.02,Dopant,
3249,2053,H2O,,Reductant,
3250,2054,Ti-Kit-6,,Catalyst,
3251,2054,Ti,0.03,Dopant,
3252,2054,H2O,,Reductant,
3253,2055,Ti-Kit-6,,Catalyst,
3254,2055,Ti,0.01,Dopant,
3255,2055,H2O,,Reductant,
3256,2056,Ti-Kit-6,,Catalyst,
3257,2056,Ti,0.02,Dopant,
3258,2056,H2O,,Reductant,
3259,2057,Ti-Kit-6,,Catalyst,
3260,2057,Ti,0.03,Dopant,
3261,2057,H2O,,Reductant,
3262,2058,TiO2,,Catalyst,Anatase
3263,2058,na,,Reductant,Anatase
3264,2059,TiO2,,Catalyst,Anatase
3265,2059,na,,Reductant,Anatase
3266,2060,TiO2,,Catalyst,Anatase
3267,2060,na,,Reductant,Anatase
3268,2061,TiO2,,Catalyst,Anatase
3269,2061,na,,Reductant,Anatase
3270,2062,TiO2,,Catalyst,Anatase
3271,2062,na,,Reductant,Anatase
3272,2063,TiO2,,Catalyst,Anatase
3273,2063,na,,Reductant,Anatase
3274,2064,TiO2,,Catalyst,Anatase
3275,2064,na,,Reductant,Anatase
3276,2065,TiO2,,Catalyst,Anatase
3277,2065,na,,Reductant,Anatase
3278,2066,TiO2,,Catalyst,Anatase
3279,2066,na,,Reductant,Anatase
3280,2067,TiO2,,Catalyst,Anatase
3281,2067,na,,Reductant,Anatase
3282,2068,TiO2,,Catalyst,Anatase
3283,2068,na,,Reductant,Anatase
3284,2069,TiO2,,Catalyst,Anatase
3285,2069,na,,Reductant,Anatase
3286,2070,TiO2,,Catalyst,Anatase
3287,2070,na,,Reductant,Anatase
3288,2071,TiO2,,Catalyst,Anatase
3289,2071,na,,Reductant,Anatase
3290,2072,TiO2,,Catalyst,Anatase
3291,2072,na,,Reductant,Anatase
3292,2073,TiO2,,Catalyst,Anatase
3293,2073,na,,Reductant,Anatase
3294,2074,TiO2,,Catalyst,Anatase
3295,2074,na,,Reductant,Anatase
3296,2075,TiO2,,Catalyst,Anatase
3297,2075,na,,Reductant,Anatase
3298,2076,TiO2,,Catalyst,Anatase
3299,2076,na,,Reductant,Anatase
3300,2077,TiO2,,Catalyst,Anatase
3301,2077,na,,Reductant,Anatase
3302,2078,CdS,,Catalyst,
3303,2078,"[emim][BF4], TEOA, H2O, Cocl2 and bpy",,Reductant,
3304,2079,CdS,,Catalyst,
3305,2079,Co(bpy),,Dye,
3306,2079,"[emim][BF4], TEOA, H2O, Cocl2 and bpy",,Reductant,
3307,2080,CdS,,Catalyst,
3308,2080,bpy,,Dye,
3309,2080,"[emim][BF4], TEOA, H2O, Cocl2 and bpy",,Reductant,
3310,2081,CdS,,Catalyst,
3311,2081,bpy,,Dye,
3312,2081,"[emim][BF4], TEOA, H2O, Cocl2 and bpy",,Reductant,
3313,2082,TiO2,,Catalyst,Anatase
3314,2082,Ni,1.5,Co-catalyst,Anatase
3315,2082,H2O,,Reductant,Anatase
3316,2083,TiO2,,Catalyst,Anatase
3317,2083,Ni,6,Co-catalyst,Anatase
3318,2083,"NaOH 0,2 M",,Reductant,Anatase
3319,2084,TiO2,,Catalyst,Anatase
3320,2084,Ni,6,Co-catalyst,Anatase
3321,2084,"NaOH 0,2 M and Na2SO4",,Reductant,Anatase
3322,2085,SrTiO3,,Catalyst,
3323,2085,na,,Reductant,
3324,2086,SrTiO3,,Catalyst,
3325,2086,ZnTe,25,Co-catalyst,
3326,2086,na,,Reductant,
3327,2087,SrTiO3,,Catalyst,
3328,2087,ZnTe,50,Co-catalyst,
3329,2087,na,,Reductant,
3330,2088,SrTiO3,,Catalyst,
3331,2088,ZnTe,75,Co-catalyst,
3332,2088,na,,Reductant,
3333,2089,SrTiO3,,Catalyst,
3334,2089,ZnTe,100,Co-catalyst,
3335,2089,na,,Reductant,
3336,2090,Cu2O,,Catalyst,
3337,2090,"NaOH 0,1 M",,Reductant,
3338,2091,Cu2O,,Catalyst,
3339,2091,Graphene,0,Co-catalyst,
3340,2091,"NaOH 0,1 M",,Reductant,
3341,2092,TiO2,,Catalyst,Anatase
3342,2092,H2O,,Reductant,Anatase
3343,2093,TiO2,,Catalyst,Anatase
3344,2093,CuO,0,Co-catalyst,Anatase
3345,2093,H2O,,Reductant,Anatase
3346,2094,TiO2,,Catalyst,Anatase
3347,2094,Fe2O3,0,Co-catalyst,Anatase
3348,2094,H2O,,Reductant,Anatase
3349,2095,TiO2,,Catalyst,Anatase
3350,2095,NiO,0,Co-catalyst,Anatase
3351,2095,H2O,,Reductant,Anatase
3352,2096,TiO2,,Catalyst,Anatase
3353,2096,CoO,0,Co-catalyst,Anatase
3354,2096,H2O,,Reductant,Anatase
3355,2097,TiO2,,Catalyst,Anatase
3356,2097,ZnO,0,Co-catalyst,Anatase
3357,2097,H2O,,Reductant,Anatase
3358,2098,TiO2,,Catalyst,Anatase
3359,2098,H2O,,Reductant,Anatase
3360,2099,TiO2,,Catalyst,Anatase
3361,2099,Si,0,Co-catalyst,Anatase
3362,2099,H2O,,Reductant,Anatase
3363,2100,TiO2,,Catalyst,Anatase
3364,2100,H2O,,Reductant,Anatase
3365,2101,TiO2,,Catalyst,Anatase
3366,2101,Pt,0,Co-catalyst,Anatase
3367,2101,H2O,,Reductant,Anatase
3368,2102,AgBr,,Catalyst,
3369,2102,"KHCO3 0,2 M",,Reductant,
3370,2103,AgBr,,Catalyst,
3371,2103,Carbon Nanotube,,Support,
3372,2103,"KHCO3 0,2 M",,Reductant,
3373,2105,AgBr,,Catalyst,
3374,2105,Y-Zeolite,,Support,
